Split Mode,Feature Set,Classifier,Split,Rows,Positives,Negatives,Features,Accuracy,Balanced Accuracy,Precision,Recall,F1 Score,ROC AUC,PR AUC,False Positive Rate,False Negative Rate,False Positives,False Negatives,True Positives,True Negatives
target_held_out,all_features,Extra Trees,train,3237,1603,1634,1663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1603,1634
target_held_out,all_features,Extra Trees,validation,1066,528,538,1663,0.7223264540337712,0.7199433930381886,0.9461538461538461,0.4659090909090909,0.6243654822335025,0.9127379745409485,0.9143881902021836,0.026022304832713755,0.5340909090909091,14,282,246,524
target_held_out,all_features,Extra Trees,test,1135,588,547,1663,0.758590308370044,0.7657958064395777,0.9460227272727273,0.5663265306122449,0.7085106382978723,0.9353275130893308,0.9366488457688906,0.03473491773308958,0.4336734693877551,19,255,333,528
target_held_out,all_features,Hist Gradient Boosting,train,3237,1603,1634,1663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1603,1634
target_held_out,all_features,Hist Gradient Boosting,validation,1066,528,538,1663,0.7523452157598499,0.7505104483496676,0.9099378881987578,0.5549242424242424,0.6894117647058824,0.9005893038188578,0.8996526166060584,0.05390334572490706,0.44507575757575757,29,235,293,509
target_held_out,all_features,Hist Gradient Boosting,test,1135,588,547,1663,0.747136563876652,0.753849071621336,0.9100817438692098,0.5680272108843537,0.6994764397905759,0.909770672437165,0.9093367509784225,0.0603290676416819,0.43197278911564624,33,254,334,514
target_held_out,all_features,SVM,train,3237,1603,1634,1663,0.9484090206981773,0.9484486706763864,0.9437577255871447,0.9525888958203369,0.9481527475939149,0.9892230830961837,0.9827462970755536,0.05569155446756426,0.047411104179663134,91,76,1527,1543
target_held_out,all_features,SVM,validation,1066,528,538,1663,0.8367729831144465,0.8363009744282979,0.8718487394957983,0.7859848484848485,0.8266932270916335,0.8972449870451729,0.9024449518703148,0.11338289962825279,0.21401515151515152,61,113,415,477
target_held_out,all_features,SVM,test,1135,588,547,1663,0.7991189427312775,0.80153341043913,0.8571428571428571,0.7346938775510204,0.7912087912087912,0.8856098197962916,0.8775224329784993,0.1316270566727605,0.2653061224489796,72,156,432,475
target_held_out,all_features,KNN,train,3237,1603,1634,1663,0.8155699721964782,0.8161536928540505,0.778516057585825,0.877105427323768,0.8248753300088002,0.9072531537027804,0.889966185364849,0.24479804161566707,0.12289457267623206,400,197,1406,1234
target_held_out,all_features,KNN,validation,1066,528,538,1663,0.6904315196998124,0.6908443167736849,0.671280276816609,0.7348484848484849,0.701627486437613,0.7298936155232623,0.7065884126818343,0.35315985130111527,0.26515151515151514,190,140,388,348
target_held_out,all_features,KNN,test,1135,588,547,1663,0.6590308370044052,0.6578523548359014,0.6644844517184942,0.6904761904761905,0.677231025854879,0.7126487706600008,0.7130989707890247,0.37477148080438755,0.30952380952380953,205,182,406,342
